Air Temp Deg F,-40,-35,-30,-25,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
Rating Adjustment,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,109.4,108.6,107.8,107.1,106.5,105.8,105.2,104.6,103.9,103.3,102.6,101.9,101.1,100.3,99.4,98.4,97.3,96.1,94.7
